"text","structure","emojis","emotion"
"tt.token friday has come to stay with me for a few weeks . he has his own circus tent but doesn't look convinced .","HT NNP VBZ VB TO VB IN PRP IN DT JJ NNS . PRP VBZ PRP$ JJ NN NN CC VBP VB VBN .","","-1.5"
"this friday @ shea's smith theatre , 660 main st. tt.token usr call : 716-847-1410 for tickets !","DT NNP IN NNP NNP NNP , NNP NNP NNP HT USR NN : CD IN NNS .","","2.0"
"did never like cameras anyway ? ?","VBD RB IN NNS RB . .","","-5.0"
"tt.token bursting with tt.token usr watch usr usr usr usr","HT VBG IN HT USR VB USR USR USR USR","","3.0"
"new arrivals ! sunny isle jamaican black castor oil hair care tt.token tt.token tt.token url","JJ NNS . NNP NNP NNP NNP NNP NNP NNP NNP HT HT HT URL","","5.0"
"shit she looks like beyonce i gtg","NN PRP VBZ IN NNP PRP UH","","3.5"
"usr usr nuf said .","USR USR UH VBD .","","3.5"
"fountain and flowers at night","NNP CC NNS IN NN","","5.0"
"kevin spacey : how his netflix hit tt.token is related to donald trump . url","NNP NNP : WRB PRP$ NNP VBP HT VBZ VBN TO NNP NNP . URL","","2.0"
"early sat am start , great day of fishing with my good buddy anthony . look what he caught tt.token tt.token","RB NNP VBP VB , JJ NN IN NN IN PRP$ JJ NN NNP . VBP WP PRP VBD HT HT","","3.0"
"usr look what cheer does to you","USR VB WP NN VBZ TO PRP","","3.5"
"why don't you love me ?","WRB VBP PRP VBP PRP .","","3.5"
"shoutout to usr usr usr for reppin tt.token on their bios . feelin the loves ! ! tt.token","NN TO USR USR USR IN VBG HT IN PRP$ NNS . VBG DT VBZ . . HT","","2.0"
"every single tt.token voted against the equal pay act for women , tt.token","DT JJ HT VBD IN DT JJ NN NN IN NN , HT","","3.5"
"college jokes/suicidal thoughts","NN NN NNS","","-1.5"
"happy 18th birthday to my princess ! love you so much ! ? ? ? ? ? ? ? ? usr","JJ JJ NN TO PRP$ NN . VBP PRP RB RB . . . . . . . . . USR","","5.0"
"`` i made a sponge bob picture ! this is sponge bob and larry the crab `` - a picture to start writing about .","`` PRP VBD DT NNP NNP NN . DT VBZ NNP NNP CC NNP DT NNP `` : DT NN TO VB VBG IN .","","3.5"
"i adore you .","PRP VBP PRP .","","5.0"
"spartan stadium under the lights vs oregon , was awesome ! !","NNP NNP IN DT NNS IN NNP , VBD JJ . .","","3.5"
"it's tt.token night ! ! !","PRP HT NN . . .","","5.0"
"i look ten ? ten ? what ten year old looks like this","PRP VBP CD . CD . WP CD NN JJ VBZ IN DT","","3.5"
"section 544 usr is very young . tt.token ? ?","NN CD USR VBZ RB JJ . HT . .","","2.0"
"mood : thot","NN : NNP","","2.0"
"to complete my effin day ? ?","TO JJ PRP$ JJ NN . .","","2.0"
"are you being effective with your university recruiting strategies ? learn how you can be > url","VBP PRP VBG JJ IN PRP$ NNP VBG NNS . VB WRB PRP MD VB : URL","","2.0"
"man u fans right now","NN PRP NNS RB RB","","0.0"
"kickflip over fire","NNP IN NN","","3.5"
"usr usr packed for quebec city tt.token tt.token","USR USR VBN IN NNP NNP HT HT","","3.5"
"ready to go back home smiley","JJ TO VB RB NN EMO",":)","5.0"
"facebook has 1 billion unique users logged in a single day , out of the total 1.5 billion users url","NNP VBZ CD NN JJ NNS VBD IN DT JJ NN , IN IN DT JJ CD CD NNS URL","","5.0"
"usr baby and i cottage ? ?","USR NN CC PRP VBP . .","","2.0"
"christmas is four months away and she already on my ass ? ? tt.token usr","NNP VBZ CD NNS RB CC PRP RB IN PRP$ NN . . HT USR","","0.0"
"she's so adorable ? ?","PRP RB JJ . .","","3.5"
"me : i can't hang out","PRP : PRP MD VB RP","","2.0"
"i am 100% ashamed to say that this made me laugh .","PRP VBP CD JJ TO VB IN DT VBD PRP VBP .","","0.0"
"usr hell yeah this is from a wonder what the opp can say about this url","USR UH UH DT VBZ IN DT NN WP DT NNP MD VB IN DT URL","","2.0"
"selma , steel frames allow for gentle #curves , highly sculpted shapes , crisp , open design . tt.token tt.token tt.token","NNP , NNP NNS VBP IN JJ NNS , RB JJ NNS , NN , JJ NN . HT HT HT","","3.5"
"at the launch of the tt.token campaign - i'm committed to being a force for ending sexual violence . tt.token","IN DT NN IN DT HT NN : PRP VBD TO VBG DT NN IN VBG JJ NN . HT","","5.0"
"party at my neighbors house ! !","NN IN PRP$ NNS NN . .","","5.0"
"someone text me ? ?","NN VB PRP . .","","3.5"
"dixie tt.token","NNP HT","","5.0"
"`` embrace it without prejudice `` - benhur bosco ( producer )","`` VB PRP IN NN `` : NNP NNP -LRB- NNP -RRB-","","3.5"
"first presenter is our friend usr for the sparks fly program ! good luck luke ! usr","JJ NN VBZ PRP$ NN USR IN DT NNP NNP NN . JJ NNP NNP . USR","","3.5"
"help usr and i find our dad .","VB USR CC PRP VBP PRP$ NN .","","0.0"
"i'm at milton fairgrounds in milton , ontario w/ usr url","PRP IN NNP NNP IN NNP , NNP IN USR URL","","3.5"
"tt.token 44 . be wary of youtube subtitles . for the record i never said , `` but no jelly dope ass no pass `` .","HT CD . VB JJ IN NNP NNS . IN DT NN PRP RB VBN , `` CC DT NN JJ NN DT NN `` .","","3.5"
"usr is this ur autograph ?","USR VBZ DT PRP$ NN .","","3.5"
"cover usr tt.token w/ usr `` storm is threatenin `` my very life today `` url","NN USR HT IN USR `` NN VBZ VBG `` PRP$ RB NN NN `` URL","","2.0"
"another fan favourite","DT NN NN","","3.5"
"usr haha wave .... it was supposed to be this frowning but it's just a blob of blue .","USR UH NN : PRP VBD VBN TO VB DT EMO CC PRP RB DT NN IN JJ .",":(","3.5"
"these are two of our youngest members usr and make me so proud to be a coach ! tt.token tt.token","DT VBP CD IN PRP$ JJ NNS USR CC VB PRP RB JJ TO VB DT NN . HT HT","","5.0"
"happy birthday and here's a tt.token ? ? ? ? ? ? ? ? usr","JJ NN CC RB DT HT . . . . . . . . USR","","3.5"
"lovies ? ? usr","NNS . . USR","","3.5"
"this gives me hope","DT VBZ PRP VBP","","5.0"
"thanks usr tt.token good idea tt.token tt.token usr usr tt.token url","UH USR HT JJ NN HT HT USR USR HT URL","","3.5"
"usr this shit on google play store so it's obviously out","USR DT NN IN NNP VB NN RB PRP RB RP","","-1.5"
"hanson's modern day chapter 15 immigration diary/journal project","NNP JJ NN NN CD NN NN NN","","3.5"
"hefty traffic fines kick in tuesday tt.token tt.token url","JJ NN NNS VB IN NNP HT HT URL","","-1.5"
"hot sauce in the cup holder .","JJ NN IN DT NN NN .","","3.5"
"usr usr that i agree with","USR USR WDT PRP VBP IN","","2.0"
"tt.token . 89 pages of awesome .","HT . CD NNS IN JJ .","","5.0"
"tt.token : usr & i , he's an awesome guy just don't mention the habs around him ! ? ? tt.token tt.token","HT : USR CC PRP , PRP DT JJ NN RB VB VB DT NNS IN PRP . . . HT HT","","3.5"
"baseline functional training with a great group of young ballers . need athletic baseline testing ? contact to book !","NN JJ NN IN DT JJ NN IN JJ NNS . VBP JJ NN VBG . NN TO VB .","","3.5"
"this makes me laugh so hard ? ? ? ? ? ?","DT VBZ PRP VBP RB JJ . . . . . .","","5.0"
"happy birthday sammy ! ? ? ? ? i miss lovee youu ! ? ? ? ?","JJ NN NNP . . . . . PRP VBP VBP PRP . . . . .","","5.0"
"to everyone who celebrates the jewish new year tonight : have a happy and sweet new year ! shana tova !","TO NN WP VBZ DT NNP JJ NN NN : VB DT JJ CC JJ JJ NN . NNP NNP .","","5.0"
"it's true tt.token","PRP JJ HT","","3.5"
"putting crib together on a different day after the struggles w/ this lol . but his pack n play & car seat in his room ? ?","VBG NN RB IN DT JJ NN IN DT NNS IN DT UH . CC PRP$ NN CC VB CC NN NN IN PRP$ NN . .","","-5.0"
"great night ! ! ! ! !","JJ NN . . . . .","","2.0"
"i love this view on my bike ride !","PRP VBP DT NN IN PRP$ NN NN .","","5.0"
"uh , my new dishwasher works a little too well ...","UH , PRP$ JJ NN VBZ DT JJ RB RB :","","0.0"
"i need to get me one of those . usr","PRP VBP TO VB PRP CD IN DT . USR","","2.0"
"handcut gazpacho . because you really don't want to turn on your oven tt.token tt.token tt.token","NNP NNP . IN PRP RB VBP VB TO VB IN PRP$ NN HT HT HT","","2.0"
"everyone today","NN NN","","3.5"
"i have the most earnest dog you've ever met .","PRP VBP DT JJS NN NN PRP RB VBD .","","3.5"
"me @ my tl rn , people complaining about austin's album","PRP IN PRP$ NN NN , NNS VBG IN DT NN","","2.0"
"launching a new store ? 5 tips to drive success tt.token url","VBG DT JJ NN . CD NNS TO VB NNP HT URL","","3.5"
"usr is you okay ? ? ? ? ? ? ? ? ? ? uhh","USR VBZ PRP UH . . . . . . . . . . UH","","2.0"
"quick breakfast meeting in victoria prior to the start of the usr camp tt.token thanks to usr","JJ NN NN IN NNP RB TO DT NN IN DT USR NN HT NNS TO USR","","5.0"
"when i say something really stupid in public which i do a lot","WRB PRP VBP NN RB JJ IN NN WDT PRP VBP DT NN","","0.0"
"the average of 2q's gdp deflator , median cpi and core cpi : 2.43% . tt.token url","DT NN IN NNP NNP NN , NNP NNP CC NN NNP : CD . HT URL","","-1.5"
"i've waited so long yasss ? ? usr tt.token","PRP VBD RB JJ UH . . USR HT","","2.0"
"usr shirts ready , ellen masks ready , van packed , now just need some tix ! tt.token please tt.token ? ? ? ?","USR NNS RB , NNP NNS JJ , NNP VBN , RB RB VBP DT NN . HT UH HT . . . .","","5.0"
"`` some dads are not your dad ``","`` DT NNS VBP RB PRP$ NN ``","","-1.5"
"hey this is our first tweet ! exited to start building great relationships with vancouver businesses .","UH DT VBZ PRP$ JJ NN . VBD TO VB NN JJ NNS IN NNP NNS .","","3.5"
"usr and all the young men on the cheektowaga 18u team , great job ! !","USR CC DT DT JJ NNS IN DT NNP CD NN , JJ NN . .","","3.5"
"need a gift idea ? now offering gift certificates online that you can print at home ? ? url","VBP DT NN NN . RB VBG NN NNS NN IN PRP MD NN IN NN . . URL","","5.0"
"usr usr usr so do i ? your point ?","USR USR USR RB VBP PRP . PRP$ NN .","","-1.5"
"see a virtual tour of my listing on 10055 little mountain rd #chardon tt.token tt.token url","VB DT JJ NN IN PRP$ NN IN CD NNP NNP NNP NNP HT HT URL","","5.0"
"usr usr yes we're driving smiley `` we're on the trump train `` 2015 all rights reserved","USR USR UH NNP VBG EMO `` NNP IN DT NNP NNP `` CD DT NNS VBN",":)","2.0"
"my baby cousin is the cutest ever , miss him so much ugh","PRP$ NN NN VBZ DT JJS RB , VBP PRP RB RB UH","","5.0"
"thanks","UH","","5.0"
"we've made headlines ! check out this article about us in the hudson valley hawk ! url","PRP VBD NN . VB RP DT NN IN PRP IN DT NNP NNP NNP . URL","","3.5"
"i have absolutely no words","PRP VBP RB DT NNS","","2.0"
"usr blockedt","USR UH","","2.0"
"the entire sterling college community as of this morning !","DT JJ NNP NNP NN IN IN DT NN .","","2.0"
"tonight .... we celebrate . salud !","NN : PRP VBP . UH .","","5.0"
"ready for usr tt.token night ! good choices usr ? tt.token tt.token","JJ IN USR HT NN . JJ NNS USR . HT HT","","3.5"
"`` disappearing lanai `` tt.token tt.token tt.token","`` VBG NNP `` HT HT HT","","-5.0"
"shit i said blow me usr","NN PRP VBD VB PRP USR","","3.5"
"usr hahaha i am bopping around with my bucket hat on over here lass","USR UH PRP VBP VBG IN IN PRP$ NN NN IN IN RB NNS","","5.0"
"hell yes ! a touch big and gaudy as hell exactly as i wanted ! usr has the mad skills !","UH UH . DT NN JJ CC JJ IN NN RB IN PRP VBD . USR VBZ DT JJ NNS .","","-1.5"
"i think i’ve worked out where this fashion trend is heading","PRP VBP PRP VBD RP WRB DT NN NN VBZ VBG","","3.5"
"lana with her elephant ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? tt.token usr","NNP IN PRP$ NN . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . HT USR","","5.0"
"happy labour day ! celrbrate those who work so hard to keep us fed . tt.token","JJ NNP NNP . NNP DT WP NN RB JJ TO VB PRP JJ . HT","","3.5"
"how to become the perfect candidate in 3 easy steps via usr url","WRB TO VB DT NNP NNP IN CD JJ NNS IN USR URL","","5.0"
"not gonna lie .. a really big fan of this formation ! tt.token","RB VBG VB : DT RB JJ NN IN DT NN . HT","","5.0"
"matt smith is so fucking hot","NNP NNP VBZ RB RB JJ","","3.5"
"puncture frozen burrito several times top , sides and bottom . dampen under running water ? ?","NNP NNP NNP NNP NNP NNP , NNS CC NNP . VB IN NN NN . .","","3.5"
". usr pls rt shot 2x in head = #murdered tt.token tt.token used by le url",". USR UH RT NN NN IN NN : VBD HT HT VBD IN NNP URL","","-1.5"
"love it when we make it to 1750 organically but our followers deserve to win a prize soon !","VBP PRP WRB PRP VBP PRP TO CD RB CC PRP$ NNS VBP TO VB DT NN RB .","","5.0"
"cedar river - limeklin lake road on labor day ( moose river plains on 9/7/15 ) url","NNP NNP : NNP NNP NNP IN NNP NNP -LRB- NNP NNP NNP IN CD -RRB- URL","","5.0"
"happy birthday usr ! ! ? ? ? ? i know the pic is bad quality but enjoy being legal lol ? ?","JJ NN USR . . . . . . PRP VBP DT NN VBZ JJ NN CC VB VBG JJ UH . .","","3.5"
"usr help me spread the word ! new line tt.token debuting sunday 13th tt.token rt please ! ! !","USR VB PRP VBP DT NN . JJ NN HT VBG NNP CD HT RT UH . . .","","3.5"
"listen live to play the dani & usr $ 1,000 pop quiz ! url","VB VB TO VB DT NNP CC USR UH CD NN NN . URL","","3.5"
"usr no `` talk `` action for usa usr usr women vote & we deliver url","USR UH `` VB `` NN IN NNP USR USR NNS NN CC PRP VBP URL","","2.0"
"usr usr usr usr usr ... ok .. ready to learn ? ?","USR USR USR USR USR : UH : JJ TO VB . .","","-1.5"
"congratulations to usr of the usr on winning the `` jeff babstock award `` for leagues top defender","NNS TO USR IN DT USR IN VBG DT `` NNP NNP NNP `` IN NNP NNP NNP","","5.0"
"getting new tires","VBG JJ NNS","","-1.5"
"newmarket defeats north york 3-2 in the lions-cne peewee semi-finals at coronation park .","NNP VBZ NNP NNP CD IN DT NNP NNP NNP IN NNP NNP .","","3.5"
"mom bought these mittens bc she thought they were cute and then she got mad when i said `` those are pretty gay ``","NN VBD DT NNS IN PRP VBD PRP VBD JJ CC IN PRP VBD JJ WRB PRP VBD `` DT VBP RB JJ ``","","0.0"
"eesh , so much to fix in terms of scaling before i continue . will proceed in the morning . need to fix those wheels confused","UH , RB RB TO VB IN NNS IN VBG IN PRP VBP . MD VB IN DT NN . VBP TO VB DT NNS EMO",":/","-1.5"
"throw back ? ? ? ? ? ?","VB RB . . . . . .","","3.5"
"when your prom date from a year ago still calls you prom date ? ? ? ?","WRB PRP$ NN NN IN DT NN RB RB VBZ PRP NN NN . . . .","","2.0"
"shark and wreck diving pics i've just taken in nassau","NNP CC VB VBG NNS PRP RB VBN IN NNP","","5.0"
"usr that 2012 leaning post lowery pinot noir tt.token","USR DT CD VBG NNP NNP NNP NNP HT","","5.0"
"wingfoot lake sure is pretty today !","NNP NNP JJ VBZ RB NN .","","5.0"
"great tt.token pilates class that happens every friday at 830am . come try for tt.token just call to organize 7055033488","JJ HT NNP NN WDT VBZ DT NNP IN CD . VB VB IN HT RB VB TO VB CD","","3.5"
"i think usr enjoys the new update tt.token","PRP VBP USR VBZ DT JJ NN HT","","0.0"
"usr usr usr usr usr friyay ! ! ! now your talkin yay ? ? ? ? ? ? ? ?","USR USR USR USR USR NNP . . . RB PRP$ NN UH . . . . . . . .","","2.0"
"nah boy . you get ready usr","UH EMO . PRP VBP JJ USR","boy","0.0"
"like why was i not informed that he was taken ? ? ? not very happy at the moment .","IN WRB VBD PRP RB VBN IN PRP VBD VBN . . . RB RB JJ IN DT NN .","","-5.0"
"i feel like this halloween cookie is speaking my language .","PRP VBP IN DT NNP NN VBZ VBG PRP$ NN .","","3.5"
"can i please have this","MD PRP VBP VB DT","","5.0"
"usr pretty much stared at this all day .","USR RB RB VBD IN DT DT NN .","","-1.5"
"this lighthouse is such a nice place for me , my dog baxter , and pet shark doby to recover from a head injury in ! ! ! smiley","DT NN VBZ JJ DT JJ NN IN PRP , PRP$ NN NNP , CC NN NN NNP TO VB IN DT NN NN IN . . . EMO",":)","5.0"
"here's why buenos aires 80-block pedestrian zone works ( while so many others fail ) . url","RB WRB NNP NNP NN NN NN VBZ -LRB- IN RB JJ NNS VB -RRB- . URL","","-1.5"
"new running shoes , cleats , training kits and much more thank you olivet ? ? ? ? ? ? ? ?","NNP NN NNS , NNS , NN NNS CC RB RBR VB PRP NNP . . . . . . . .","","3.5"
"the baby is sleepy","DT NN VBZ JJ","","3.5"
"i'm at usr home improvement in new westminster , bc url","PRP IN USR NN NN IN NNP NNP , NNP URL","","2.0"
"first haul to the bottle depot : $173.45 tt.token tt.token","JJ NN TO DT NN NN : CD HT HT","","5.0"
"have you ever been to a tt.token ? 3 more days until tt.token","VBP PRP RB VBN TO DT HT . CD RBR NNS IN HT","","5.0"
"old school usr ad ?","JJ NN USR NN .","","2.0"
"one happy dog ...","CD JJ NN :","","5.0"
"usr usr usr slainte to all . congrats sam . raising my favorite in your honor","USR USR USR UH TO DT . UH NNP . VBG PRP$ JJ IN PRP$ NN","","3.5"
"wow .. is all i can say .","UH : VBZ DT PRP MD VB .","","-1.5"
"three cheers long hair katie , i like you so much better now","CD NNS JJ NN NNP , PRP VBP PRP RB RB JJR RB","","5.0"
"usr unblock me","USR VB PRP","","-1.5"
"thanks to all the #new fatal image #followers be on the look out for the tt.token promotion .","NNS TO DT DT JJ JJ NN NNS VB IN DT NN RP IN DT HT NN .","","3.5"
"yup , having lunch with usr = awesome ( his art , not the human lol )","UH , VBG NN IN USR UH JJ -LRB- PRP$ NN , RB DT JJ UH -RRB-","","3.5"
"nothing has changed ? ?","NN VBZ VBN . .","","-1.5"
"r . i . p to my legs","VBP . PRP . VBP TO PRP$ NNS","","2.0"
"usr great mtg u 2day ! lovin beauty box , happy2 support tt.token ! usr usr","USR JJ NN PRP NN . VBG NNP NNP , CD NN HT . USR USR","","5.0"
"almost-ready-to-pick pinot usr . thanks for a great tour & tasting , shannon !","RB NNP USR . NNS IN DT JJ NN CC NN , NNP .","","5.0"
"moving kode tonight ? ? ? ?","VBG NNP NN . . . .","","0.0"
"i am so excited about this place ? ? url","PRP VBP RB JJ IN DT NN . . URL","","3.5"
"i'm just going to leave this here","PRP RB VBG TO VB DT RB","","0.0"
"classes ? ?","NNS . .","","2.0"
"sign petition tt.token dogs should be cherished & out playing not tortured&tormented 4 meat url","NN NN HT NNS MD VB VBN CC RP VBG RB VBN CD NN URL","","-1.5"
"this album still shreds","DT NN RB NNS","","2.0"
"who else thinks usr has a strong relationship with his head cover ?","WP RB VBZ USR VBZ DT JJ NN IN PRP$ NN NN .","","2.0"
"a huge thank you to all who took the time to visit our east coast kitchen party - we absolutely loved having you smiley !","DT JJ VB PRP TO DT WP VBD DT NN TO VB PRP$ JJ NN NN NN : PRP RB VBN VBG PRP EMO .",":)","5.0"
"yesterday's droid target practice with usr during day 4 of usr","NNP NNP NN NN IN USR IN NN IN IN USR","","2.0"
"usr oh this is really awkward .. bae and i cuddlin after school","USR UH DT VBZ RB JJ : NNP CC PRP VBG IN NN","","-1.5"
"usr usr thought you'd find this cute ! ? ?","USR USR VBD PRP VB DT JJ . . .","","3.5"
"usr detroit youth entrepreneurship ! support @ eastern mkt tm ! tt.token tt.token url","USR NNP NNP NNP . NNP IN NNP NNP NNP . HT HT URL","","-1.5"
"thanks for a fun show last night usr ! stay tuned to for more live shows coming up url","NNS IN DT JJ NN JJ NN USR . VB VBN TO IN RBR VB NNS VBG RP URL","","-1.5"
"usr how are you so photogenic ? ? ? ? ? ? ? ? ?","USR WRB VBP PRP RB JJ . . . . . . . . .","","5.0"
"had me all excited thinking u followed me y does this shit keep happening to me usr","VBD PRP DT JJ VBG PRP VBD PRP WRB VBZ DT NN VB VBG TO PRP USR","","-1.5"
"fuck i dropped the phone","UH PRP VBD DT NN","","-1.5"
"* summer in canada *","UH NNP IN NNP UH","","5.0"
"heaven","NNP","","3.5"
"yasssss ! ! ! she's the sun ! ! can't wait to see usr /mer shine this season ! tt.token usr usr","UH . . . VBZ DT NN . . MD VB TO VB USR NNP VB DT NN . HT USR USR","","5.0"
"when i'm with you i'm the happiest , the only boy i need ? ?","WRB PRP IN PRP VBP DT JJS , DT JJ NN PRP VBP . .","","2.0"
"happy birthday to me ! ! !","JJ NN TO PRP . . .","","5.0"
"south african beauty giselle knows how to use her best assets to turn you on wink come see her tonight , here until 1am !","NNP NNP NN NNP VBZ WRB TO VB PRP JJS NNS TO VB PRP IN EMO VB VB PRP NN , RB IN CD .",";)","5.0"
"what is lifeeeeeeeeee","WP VBZ NN","","5.0"
"born in a breeze last to first to win the $125k vice regent for hof trainer mark frostad url","VBN IN DT NN JJ TO JJ TO VB DT NNP NNP NNP IN NNP NNP NNP NNP URL","","-1.5"
"just got our tt.token plaque from nicole @ #milton youth soccer club . thanks so much , its on the wall already","RB VBD PRP$ HT NN IN NNP IN NNP NNP NNP NNP . UH RB RB , PRP IN DT NN RB","","3.5"
"beautiful views in tt.token . ? ? ? ?","JJ NNS IN HT . . . . .","","5.0"
"usr usr usr i love her hair so beautifully natural wow rare sight with women today omg !","USR USR USR PRP VBP PRP$ NN RB RB JJ UH JJ NN IN NN NN UH .","","5.0"
"colorful place to eat (@ cora's breakfast & lunch in edmonton , alberta ) url","JJ NN TO VB IN NNP NNP CC NN IN NNP , NNP -RRB- URL","","5.0"
"have a tootsie pop","VB DT NN NN","","2.0"
"hey usr i liked and revived ? ? ilysm ? ? please be my 4/12 ? 14","UH USR PRP VBD CC VBN . . UH . . UH VB PRP$ CD . CD","","3.5"
"the last time saved the number just to see who it was fro . whatsapp .... why are you calling me tho ? please tell me","DT JJ NN VBD DT NN RB TO VB WP PRP VBD RB . NNP : WRB VBP PRP VBG PRP RB . UH VB PRP","","2.0"
"hi saskatoon ? ? ? ? i hope you guys enjoy your first live usr event ! tt.token tt.token tt.token","UH NNP . . . . PRP VBP PRP NNS VBP PRP$ JJ JJ USR NN . HT HT HT","","0.0"
"here we go ! first event of the season ? ? ? ? ? ?","RB PRP VBP . JJ NN IN DT NN . . . . . .","","5.0"
"usr carry me home ! tt.token usr tt.token from vancouver , bc - canada supporting the boys !","USR VB PRP NN . HT USR HT IN NNP , NNP : NNP VBG DT NNS .","","3.5"
"so many cyclists on the tt.token roads last night -- made me jealous . it is the * best * time of year . tt.token","RB JJ NNS IN DT HT NNS JJ NN : VBD PRP JJ . PRP VBZ DT NNP JJS UH NN IN NN . HT","","3.5"
"thought it looked cool ! ? ? ? ?","VBD PRP VBD JJ . . . . .","","-5.0"
"harry ? ? tt.token one direction ? ? tt.token","NNP . . HT CD NN . . HT","","3.5"
"tt.token facetime starring noah","HT NNP VBG NNP","","3.5"
". usr has reached out 2 even the most `` tiny `` of places in tt.token ! glad 2 see every tt.token town matters",". USR VBZ VBN RP TO RB DT JJS `` NNP `` IN NNS IN HT . JJ TO VB DT HT NN VBZ","","5.0"
"usr last week of august and it couldn't get any better .... tt.token .... anyoneseenthekids ..... crap .... kids ?","USR JJ NN IN NNP CC PRP MD VB DT JJR : HT : NNS : NNP : NNS .","","5.0"
"now that summer is over ... ? ? ? ?","RB DT NN VBZ IN : . . . .","","-1.5"
"did u score a limited edition tt.token usr hat at tt.token ? 10 left , available usr","VBD PRP VBP DT JJ NN HT USR NN IN HT . CD VBD , JJ USR","","2.0"
"thanks to usr for finding the answer to my rhetorical question from earlier this week . telling . tt.token","NNS TO USR IN VBG DT NN TO PRP$ JJ NN IN RBR DT NN . VBG . HT","","5.0"
"photo by usr tt.token","NN IN USR HT","","2.0"
"a bit ? ? usr is over ! good news , our new tt.token vid drops manana ! which tt.token can cook better ?","DT NN . . USR VBZ IN . JJ NN , PRP$ JJ HT NN VBZ NN . WDT HT MD VB JJR .","","2.0"
"summer accessories tt.token ! thank you usr usr usr usr usr and others","NNP NNS HT . VB PRP USR USR USR USR USR CC NNS","","5.0"
"recent pickups courtesy of usr amazing montre-haul ! tt.token tt.token tt.token tt.token","JJ NNS NN IN USR JJ NN . HT HT HT HT","","5.0"
"praying for usr to follow me tt.token","VBG IN USR TO VB PRP HT","","5.0"
"only reason im mad im so far from home = missing my favorite weekend of the summer ? ?","JJ NN PRP JJ PRP RB RB IN NN UH VBG PRP$ JJ NN IN DT NN . .","","-1.5"
"tt.token and tt.token talk before we head to our pool workout at tt.token tt.token tt.token #110 tt.token","HT CC HT VB IN PRP VBP TO PRP$ NN NN IN HT HT HT CD HT","","5.0"
"when u gotta pee but still wanna keep it cute","WRB PRP VBP VB CC RB VBP VB PRP JJ","","3.5"
"usr rt bc his hat tt.token ?","USR RT IN PRP$ NN HT .","","2.0"
"a piece of driftwood or the tt.token ? lawrencetown , tt.token . usr tt.token tt.token","DT NN IN NNP CC DT HT . NNP , HT . USR HT HT","","3.5"
"white pine bonsai from the exhibition at the japan embassy last weekend . thanks to the bonsai society for hosting .","NNP NN NN IN DT NN IN DT NNP NNP JJ NN . NNS TO DT NNP NNP IN VBG .","","5.0"
"rip to the homie usr man it's fucked up out here","VB TO DT NN USR UH PRP VBD RP RP RB","","0.0"
"what are the laws requiring a company conducting business in bc to be obligated to register url","WP VBP DT NNS VBG DT NN VBG NNP IN RB TO VB VBN TO VB URL","","2.0"
"honestly say that when i'm sitting on this bench in that very moment i'm truly happy and got my dad right next 2me ? ?","RB VB DT WRB PRP VBG IN DT NN IN DT RB NN PRP RB JJ CC VBD PRP$ NN RB JJ NN . .","","2.0"
"usr usr usr usr usr usr nice tt.token smiley usr smiley","USR USR USR USR USR USR JJ HT EMO USR EMO",":) :)","3.5"
"just a little rant that i had to put out there ? ?","RB DT JJ NN IN PRP VBD TO VB RP RB . .","","3.5"
"marissa's new car ? ? tt.token","NNP JJ NN . . HT","","3.5"
"it's tt.token and we found these old brochure photos from the 80s ! sunken bathtub in front of a window ...","PRP HT CC PRP VBD DT JJ NN NNS IN DT NN . NNP NN IN NN IN DT NN :","","2.0"
"like magic but the scarfs are all red and coming from my knee instead of a hat","IN JJ CC DT NNS VBP DT JJ CC VBG IN PRP$ NN RB IN DT NN","","3.5"
"usr having tour of usr usr usr usr usr usr","USR VBG NN IN USR USR USR USR USR USR","","2.0"
"nice big setup today , stop by to see us ! tt.token tt.token tt.token tt.token tt.token tt.token tt.token","JJ JJ NN NN , VB IN TO VB PRP . HT HT HT HT HT HT HT","","5.0"
"usr marylene , will wednesday be different for you , today ? ? ? ? ? ? ? ? ?","USR NNP , MD NNP VB JJ IN PRP , NN . . . . . . . . .","","-1.5"
"five years ago today , usr played here at the garden for the first time ! ( pc : rebecca taylor ) tt.token","CD NNS IN NN , USR VBD RB IN DT NNP IN DT JJ NN . -LRB- NNP : NNP NNP -RRB- HT","","3.5"
"good morning y'all ! ! ! ! happy monday ! ! ! ! tt.token tt.token tt.token tt.token tt.token rt","UH UH . . . . . JJ NNP . . . . HT HT HT HT HT RT","","5.0"
"me featuring calcifer , boyfriend's cat","PRP VBG NNP , NNS NN","","3.5"
"woohoo ! usr disrupting the newsroom at deadline time !","UH . USR VBG DT NN IN NN NN .","","-5.0"
"grey's with lilly","NNP IN NNP","","2.0"
"i gots it ! the gorgeous `` tt.token `` comic collection . no better gift to come back home to , than this in your mailbox","PRP VBD PRP . DT JJ `` HT `` NN NN . DT JJR NN TO VB RB NN TO , IN DT IN PRP$ NN","","5.0"
"another salad of yum ! love bacon !","DT NN IN EMO . VB NN .","yum","5.0"
"told myself i wasn't ever gonna dye my hair underneath again .... well i lied .. ? ? ? ? ? ?","VBD PRP PRP VBD RB VBG VB PRP$ NN IN RB : UH PRP VBD . . . . . . .","","2.0"
